5558,CaboFrio,CF,2115,2 different plants! the one in D9 is 2105 and should be merged with the record for that plant (written down incorrectly in 2008)
5207,CaboFrio,CF,2121,merge the two rows (same plant recorded 2x in one year)
5564,CaboFrio,CF,2121,merge the two rows (same plant recorded 2x in one year)
5663,DimonaCF,CF,90,"same plant on the edge of 2 plots, so recorded 2x in 2007 leading to duplication. Merge the records (note in 1 year will have to chose which measurment to use)"
5664,DimonaCF,CF,90,"same plant on the edge of 2 plots, so recorded 2x in 2007 leading to duplication. Merge the records (note in 1 year will have to chose which measurment to use)"
5757,DimonaCF,CF,185,same plant recorded in the adjacent plot in one of the years leading to dupe record. Merge the records
5758,DimonaCF,CF,185,same plant recorded in the adjacent plot in one of the years leading to dupe record. Merge the records
5766,DimonaCF,CF,196,same plant recorded in the adjacent plot in one of the years leading to dupe record. Merge the records
5767,DimonaCF,CF,196,same plant recorded in the adjacent plot in one of the years leading to dupe record. Merge the records
5768,DimonaCF,CF,197,the one in e10 is correct. The one in E8 may be 297; until that is sorted out you can just not use the one in e8
5769,DimonaCF,CF,197,the one in e10 is correct. The one in E8 may be 297; until that is sorted out you can just not use the one in e8
6351,Florestal,CF,576,"appear to be same plant recorded in wrong location in a year, leading to dupe record. Merge"
6352,Florestal,CF,576,"appear to be same plant recorded in wrong location in a year, leading to dupe record. Merge"
7033,Florestal,CF,1267,"both appear to be legit. Could it be a duplicate tag? Doesn't make sense, but…for now treat as different records"
7034,Florestal,CF,1267,"both appear to be legit. Could it be a duplicate tag? Doesn't make sense, but…for now treat as different records"
7140,Florestal,CF,1473,these should be merged - it looks like there is some discrepancy about which of the (adjacent) plots it is in
7141,Florestal,CF,1473,these should be merged - it looks like there is some discrepancy about which of the (adjacent) plots it is in
7333,Florestal,CF,1969,these should be merged - it looks like there is some discrepancy about which of the (adjacent) plots it is in
7334,Florestal,CF,1969,these should be merged - it looks like there is some discrepancy about which of the (adjacent) plots it is in
7606,PA-CF,CF,264,delete the record in c10 there was confusion in one year due to a treefall so the record was duplicated
7607,PA-CF,CF,264,delete the record in c10 there was confusion in one year due to a treefall so the record was duplicated
7668,PA-CF,CF,356,keep both...the one in b6 should be 354! The number was recorded incorrectly the first year.  The one one in d5 is the correct 356
7669,PA-CF,CF,356,keep both...the one in b6 should be 354! The number was recorded incorrectly the first year.  The one one in d5 is the correct 356
